發生年度,發生月份,發生日期,發生時間,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,路面狀況-路面狀態名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,經度,緯度
2021,8,20210807,193800,彰化縣埤頭鄉永豊村斗苑西路前0.0公尺,雨,夜間(或隧道、地下道、涵洞)無照明,村里道路,濕潤,車與車,不明原因肇事,死亡1;受傷0,2,慢車,男,43,120.446505,23.89401
2021,8,20210807,205300,桃園市八德區新興路924號前0.0公尺,雨,夜間(或隧道、地下道、涵洞)無照明,市區道路,濕潤,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.278064,24.94278
2021,8,20210807,205300,桃園市八德區新興路924號前0.0公尺,雨,夜間(或隧道、地下道、涵洞)無照明,市區道路,濕潤,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,男,38,121.278064,24.94278
2021,8,20210807,222500,臺中市太平區新高里環中東路三段 / 臺中市太平區新高里育才路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,右轉彎未依規定,死亡1;受傷0,3,,無或物(動物、堆置物),110,120.718055,24.158055
2021,8,20210807,222500,臺中市太平區新高里環中東路三段 / 臺中市太平區新高里育才路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,右轉彎未依規定,死亡1;受傷0,1,小客車,男,71,120.718055,24.158055
2021,8,20210807,222500,臺中市太平區新高里環中東路三段 / 臺中市太平區新高里育才路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,車與車,右轉彎未依規定,死亡1;受傷0,2,機車,男,22,120.718055,24.158055
2021,8,20210807,222900,臺北市大同區重慶北路3段76號前0.0公尺,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,超速失控,死亡1;受傷0,1,小客車,男,41,121.51359,25.066183
2021,8,20210807,222900,臺北市大同區重慶北路3段76號前0.0公尺,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,超速失控,死亡1;受傷0,2,人,女,70,121.51359,25.066183
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,2,,無或物(動物、堆置物),-1,121.441498,24.966118
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,6,小客車,女,56,121.441498,24.966118
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,3,小客車,男,30,121.441498,24.966118
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,7,人,女,18,121.441498,24.966118
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,5,小客車,男,49,121.441498,24.966118
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,1,小客車,男,19,121.441498,24.966118
2021,8,20210807,230015,新北市土城區國道3號 40公里500.0公尺處南側向內側,陰,夜間(或隧道、地下道、涵洞)無照明,國道,濕潤,汽(機)車本身,變換車道或方向不當,死亡1;受傷2,4,小客車,男,38,121.441498,24.966118
2021,8,20210808,145800,臺北市中正區中華路1段 / 臺北市中正區長沙街1段,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,超速失控,死亡1;受傷0,2,,無或物(動物、堆置物),0,121.508,25.040455
2021,8,20210808,145800,臺北市中正區中華路1段 / 臺北市中正區長沙街1段,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,超速失控,死亡1;受傷0,1,機車,男,36,121.508,25.040455
2021,8,20210808,173000,嘉義縣中埔鄉富收村嘉139線5.8公里處,晴,日間自然光線,鄉道,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,機車,男,73,120.490205,23.441779
2021,8,20210808,173000,嘉義縣中埔鄉富收村嘉139線5.8公里處,晴,日間自然光線,鄉道,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,小貨車(含客、貨兩用),男,40,120.490205,23.441779
2021,8,20210808,193300,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,1,小客車,男,18,121.215669,24.93548
2021,8,20210808,193300,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,2,機車,男,26,121.215669,24.93548
2021,8,20210808,193300,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,5,人,男,29,121.215669,24.93548
2021,8,20210808,193300,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,4,小客車,男,27,121.215669,24.93548
2021,8,20210808,193300,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷2,3,機車,男,51,121.215669,24.93548
2021,8,20210808,195500,新北市樹林區新北市樹林區中山路2段72號對面,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷2,1,機車,男,28,121.415511,24.984179
2021,8,20210808,195500,新北市樹林區新北市樹林區中山路2段72號對面,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷2,3,人,女,31,121.415511,24.984179
2021,8,20210808,195500,新北市樹林區新北市樹林區中山路2段72號對面,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷2,2,人,男,74,121.415511,24.984179
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,8,機車,女,58,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,7,機車,女,58,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,5,小客車,男,44,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,6,小客車,女,58,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,1,小客車,女,40,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,3,人,男,42,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,2,小客車,男,25,121.140352,22.767968
2021,8,20210808,222700,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷3,4,人,男,17,121.140352,22.767968
2021,8,20210809,53400,南投縣埔里鎮中山路四段2之5號對面,陰,日間自然光線,省道,乾燥,車與車,未保持行車安全距離,死亡1;受傷0,1,曳引車,男,41,120.944389,23.966331
2021,8,20210809,53400,南投縣埔里鎮中山路四段2之5號對面,陰,日間自然光線,省道,乾燥,車與車,未保持行車安全距離,死亡1;受傷0,2,機車,男,79,120.944389,23.966331
2021,8,20210809,91800,桃園市中壢區中豐路129號前0.0公尺,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷1,2,曳引車,男,37,121.220006,24.962359
2021,8,20210809,91800,桃園市中壢區中豐路129號前0.0公尺,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷1,1,人,男,81,121.220006,24.962359
2021,8,20210809,91800,桃園市中壢區中豐路129號前0.0公尺,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷1,3,人,女,81,121.220006,24.962359
2021,8,20210809,93100,高雄市楠梓區鳳楠路 / 高雄市楠梓區楠興東路,雨,日間自然光線,市區道路,濕潤,車與車,未注意車前狀態,死亡1;受傷0,2,機車,男,70,120.332643,22.720404
2021,8,20210809,93100,高雄市楠梓區鳳楠路 / 高雄市楠梓區楠興東路,雨,日間自然光線,市區道路,濕潤,車與車,未注意車前狀態,死亡1;受傷0,1,小貨車(含客、貨兩用),男,28,120.332643,22.720404
2021,8,20210809,141100,屏東縣新埤鄉臺一線與中興路口,雨,日間自然光線,省道,濕潤,車與車,未依規定讓車,死亡1;受傷2,1,小客車,女,59,120.54974,22.466548
2021,8,20210809,141100,屏東縣新埤鄉臺一線與中興路口,雨,日間自然光線,省道,濕潤,車與車,未依規定讓車,死亡1;受傷2,6,機車,男,40,120.54974,22.466548
2021,8,20210809,141100,屏東縣新埤鄉臺一線與中興路口,雨,日間自然光線,省道,濕潤,車與車,未依規定讓車,死亡1;受傷2,5,小貨車(含客、貨兩用),男,55,120.54974,22.466548
2021,8,20210809,141100,屏東縣新埤鄉臺一線與中興路口,雨,日間自然光線,省道,濕潤,車與車,未依規定讓車,死亡1;受傷2,2,小客車,男,34,120.54974,22.466548
2021,8,20210809,141100,屏東縣新埤鄉臺一線與中興路口,雨,日間自然光線,省道,濕潤,車與車,未依規定讓車,死亡1;受傷2,3,人,男,26,120.54974,22.466548
2021,8,20210809,141100,屏東縣新埤鄉臺一線與中興路口,雨,日間自然光線,省道,濕潤,車與車,未依規定讓車,死亡1;受傷2,4,小貨車(含客、貨兩用),男,55,120.54974,22.466548
2021,8,20210809,171000,新北市新莊區新北市新莊區重新堤外道路與重新堤外道路10K+100往樹林方向,陰,日間自然光線,市區道路,乾燥,車與車,不明原因肇事,死亡1;受傷0,1,機車,男,58,121.453971,25.033547
2021,8,20210809,171000,新北市新莊區新北市新莊區重新堤外道路與重新堤外道路10K+100往樹林方向,陰,日間自然光線,市區道路,乾燥,車與車,不明原因肇事,死亡1;受傷0,2,大貨車,男,58,121.453971,25.033547
2021,8,20210809,173200,高雄市三民區中華二路 / 高雄市三民區熱河二街,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,女,70,120.29176,22.644803
2021,8,20210809,173200,高雄市三民區中華二路 / 高雄市三民區熱河二街,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,小客車,女,47,120.29176,22.644803
2021,8,20210810,3300,臺南市佳里區縣176線 12公里750.0公尺處西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,4,小客車,男,27,120.186983,23.164846
2021,8,20210810,3300,臺南市佳里區縣176線 12公里750.0公尺處西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,男,60,120.186983,23.164846
2021,8,20210810,3300,臺南市佳里區縣176線 12公里750.0公尺處西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,小客車,男,61,120.186983,23.164846
2021,8,20210810,3300,臺南市佳里區縣176線 12公里750.0公尺處西側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,3,小客車,男,61,120.186983,23.164846
2021,8,20210810,44500,臺北市中正區汀州路3段25號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷0,2,小客車,男,58,121.526249,25.019861
2021,8,20210810,44500,臺北市中正區汀州路3段25號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷0,1,人,男,76,121.526249,25.019861
2021,8,20210810,54500,宜蘭縣冬山鄉梅林路前0.0公尺,晴,日間自然光線,鄉道,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷1,2,,無或物(動物、堆置物),-1,121.74303,24.64929
2021,8,20210810,54500,宜蘭縣冬山鄉梅林路前0.0公尺,晴,日間自然光線,鄉道,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷1,3,人,男,49,121.74303,24.64929
2021,8,20210810,54500,宜蘭縣冬山鄉梅林路前0.0公尺,晴,日間自然光線,鄉道,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷1,1,小貨車(含客、貨兩用),男,35,121.74303,24.64929
2021,8,20210810,80200,高雄市田寮區外安 / 高雄市田寮區外安,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),110,120.388708,22.861438
2021,8,20210810,80200,高雄市田寮區外安 / 高雄市田寮區外安,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,女,78,120.388708,22.861438
2021,8,20210810,84800,新竹縣新豐鄉康樂路1段306巷前0.0公尺附近,晴,日間自然光線,村里道路,乾燥,車與車,未保持行車安全間隔,死亡1;受傷0,3,小客車,男,64,120.986755,24.870812
2021,8,20210810,84800,新竹縣新豐鄉康樂路1段306巷前0.0公尺附近,晴,日間自然光線,村里道路,乾燥,車與車,未保持行車安全間隔,死亡1;受傷0,1,機車,男,37,120.986755,24.870812
2021,8,20210810,84800,新竹縣新豐鄉康樂路1段306巷前0.0公尺附近,晴,日間自然光線,村里道路,乾燥,車與車,未保持行車安全間隔,死亡1;受傷0,2,曳引車,男,56,120.986755,24.870812
2021,8,20210810,124400,彰化縣田中鎮中路里文中街 / 彰化縣田中鎮中路里文中一街,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,小客車,男,38,120.591093,23.854376
2021,8,20210810,124400,彰化縣田中鎮中路里文中街 / 彰化縣田中鎮中路里文中一街,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,機車,男,20,120.591093,23.854376
2021,8,20210810,145600,彰化縣芬園鄉縣庄村彰南路2段526號前0.0公尺,雨,日間自然光線,村里道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,2,,無或物(動物、堆置物),0,120.632973,23.995006
2021,8,20210810,145600,彰化縣芬園鄉縣庄村彰南路2段526號前0.0公尺,雨,日間自然光線,村里道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,1,小貨車(含客、貨兩用),男,39,120.632973,23.995006
2021,8,20210811,52000,新北市土城區金城路2段 / 新北市土城區裕民路,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷1,1,機車,男,69,121.455572,24.982137
2021,8,20210811,52000,新北市土城區金城路2段 / 新北市土城區裕民路,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷1,2,人,男,88,121.455572,24.982137
2021,8,20210811,61200,臺中市北屯區同榮里台74線前0.0公尺,晴,日間自然光線,專用道路,乾燥,汽(機)車本身,不明原因肇事,死亡1;受傷0,2,,無或物(動物、堆置物),110,120.680196,24.200901
2021,8,20210811,61200,臺中市北屯區同榮里台74線前0.0公尺,晴,日間自然光線,專用道路,乾燥,汽(機)車本身,不明原因肇事,死亡1;受傷0,1,小客車,男,48,120.680196,24.200901
2021,8,20210811,94000,高雄市小港區鳳林路東側 / 高雄市小港區鳳北路,晴,日間自然光線,市區道路,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,男,41,120.344412,22.528432
2021,8,20210811,94000,高雄市小港區鳳林路東側 / 高雄市小港區鳳北路,晴,日間自然光線,市區道路,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷0,2,半聯結車,男,58,120.344412,22.528432
2021,8,20210811,175700,屏東縣九如鄉九如路二段79號,雨,晨或暮光,鄉道,濕潤,車與車,變換車道或方向不當,死亡1;受傷0,4,小客車,女,52,120.488758,22.730686
2021,8,20210811,175700,屏東縣九如鄉九如路二段79號,雨,晨或暮光,鄉道,濕潤,車與車,變換車道或方向不當,死亡1;受傷0,3,小貨車(含客、貨兩用),男,49,120.488758,22.730686
2021,8,20210811,175700,屏東縣九如鄉九如路二段79號,雨,晨或暮光,鄉道,濕潤,車與車,變換車道或方向不當,死亡1;受傷0,2,曳引車,女,31,120.488758,22.730686
2021,8,20210811,175700,屏東縣九如鄉九如路二段79號,雨,晨或暮光,鄉道,濕潤,車與車,變換車道或方向不當,死亡1;受傷0,1,機車,女,58,120.488758,22.730686
2021,8,20210812,13058,苗栗縣後龍鎮復興里新港三路1220號,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.809958,24.610433
2021,8,20210812,13058,苗栗縣後龍鎮復興里新港三路1220號,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,女,33,120.809958,24.610433
2021,8,20210812,142900,臺南市東區崇德路口 / 臺南市東區崇德一街口,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,3,機車,男,49,120.219332,22.979693
2021,8,20210812,142900,臺南市東區崇德路口 / 臺南市東區崇德一街口,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,1,機車,男,66,120.219332,22.979693
2021,8,20210812,142900,臺南市東區崇德路口 / 臺南市東區崇德一街口,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷0,2,小客車,男,23,120.219332,22.979693
2021,8,20210812,172000,臺中市西屯區西墩里環中路二段 / 臺中市西屯區西墩里福科路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,1,小客車,男,27,120.634906,24.17991
2021,8,20210812,172000,臺中市西屯區西墩里環中路二段 / 臺中市西屯區西墩里福科路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,3,人,女,25,120.634906,24.17991
2021,8,20210812,172000,臺中市西屯區西墩里環中路二段 / 臺中市西屯區西墩里福科路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,2,機車,男,28,120.634906,24.17991
2021,8,20210812,175200,臺南市新市區大營里大營前0.0公尺,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,小客車,男,50,120.305848,23.102825
2021,8,20210812,175200,臺南市新市區大營里大營前0.0公尺,晴,日間自然光線,村里道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,機車,男,28,120.305848,23.102825
2021,8,20210813,65200,高雄市鳳山區五甲三路 / 高雄市鳳山區五福二路,陰,日間自然光線,市區道路,濕潤,車與車,左轉彎未依規定,死亡1;受傷0,1,機車,男,86,120.3245,22.59027
2021,8,20210813,65200,高雄市鳳山區五甲三路 / 高雄市鳳山區五福二路,陰,日間自然光線,市區道路,濕潤,車與車,左轉彎未依規定,死亡1;受傷0,2,大客車,男,26,120.3245,22.59027
2021,8,20210813,83107,雲林縣褒忠鄉台19線 51公里北側向機、慢車道,晴,日間自然光線,省道,乾燥,車與車,違規停車或暫停不當而肇事,死亡1;受傷0,1,大貨車,男,63,120.333962,23.726362
2021,8,20210813,83107,雲林縣褒忠鄉台19線 51公里北側向機、慢車道,晴,日間自然光線,省道,乾燥,車與車,違規停車或暫停不當而肇事,死亡1;受傷0,2,機車,女,61,120.333962,23.726362
2021,8,20210813,110000,嘉義市西區湖內里健康三路 / 嘉義市西區湖內里湖美十路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,1,慢車,女,72,120.436513,23.447869
2021,8,20210813,110000,嘉義市西區湖內里健康三路 / 嘉義市西區湖內里湖美十路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,2,大貨車,男,62,120.436513,23.447869
2021,8,20210814,44000,臺南市玉井區台3線 374公里900.0公尺處向外側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,其他車,男,77,120.472351,23.114833
2021,8,20210814,44000,臺南市玉井區台3線 374公里900.0公尺處向外側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,小貨車(含客、貨兩用),男,82,120.472351,23.114833
2021,8,20210814,63700,臺東縣臺東市台11線 160公里北側,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.173547,22.776035
2021,8,20210814,63700,臺東縣臺東市台11線 160公里北側,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷0,1,機車,男,51,121.173547,22.776035
2021,8,20210814,143920,桃園市八德區中山一路101號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.282893,24.921706
2021,8,20210814,143920,桃園市八德區中山一路101號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,3,,無或物(動物、堆置物),-1,121.282893,24.921706
2021,8,20210814,143920,桃園市八德區中山一路101號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,1,機車,男,15,121.282893,24.921706
2021,8,20210814,143920,桃園市八德區中山一路101號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,4,小客車,男,57,121.282893,24.921706
2021,8,20210814,220300,彰化縣員林市三和里浮圳路2段177號前0.0公尺前,晴,日間自然光線,市區道路,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷1,1,機車,男,17,120.582371,23.967296
2021,8,20210814,220300,彰化縣員林市三和里浮圳路2段177號前0.0公尺前,晴,日間自然光線,市區道路,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷1,2,人,男,58,120.582371,23.967296
2021,8,20210815,53600,屏東縣車城鄉中山與田中路口(台26線15.7K),晴,日間自然光線,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,2,,無或物(動物、堆置物),-1,120.714077,22.079187
2021,8,20210815,53600,屏東縣車城鄉中山與田中路口(台26線15.7K),晴,日間自然光線,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,1,小客車,男,19,120.714077,22.079187
2021,8,20210815,53600,屏東縣車城鄉中山與田中路口(台26線15.7K),晴,日間自然光線,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,3,人,男,19,120.714077,22.079187
2021,8,20210815,64600,新北市板橋區新北市板橋區海山路與民族路219巷口,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,慢車,男,81,121.468854,25.009212
2021,8,20210815,64600,新北市板橋區新北市板橋區海山路與民族路219巷口,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,小貨車(含客、貨兩用),女,52,121.468854,25.009212
2021,8,20210815,81000,高雄市三民區九如二路 / 高雄市三民區重慶街,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,1,機車,女,82,120.301796,22.641339
2021,8,20210815,81000,高雄市三民區九如二路 / 高雄市三民區重慶街,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,2,小貨車(含客、貨兩用),男,43,120.301796,22.641339
2021,8,20210815,112350,桃園市中壢區中央東路口 / 桃園市中壢區建國路口,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,2,人,男,60,121.225742,24.956462
2021,8,20210815,112350,桃園市中壢區中央東路口 / 桃園市中壢區建國路口,晴,日間自然光線,市區道路,乾燥,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,1,小貨車(含客、貨兩用),男,58,121.225742,24.956462
2021,8,20210816,112000,彰化縣溪州鄉三條村三西路 / 彰化縣溪州鄉三條村俊智路1巷,晴,日間自然光線,村里道路,乾燥,車與車,不明原因肇事,死亡1;受傷0,2,機車,男,19,120.489099,23.824512
2021,8,20210816,112000,彰化縣溪州鄉三條村三西路 / 彰化縣溪州鄉三條村俊智路1巷,晴,日間自然光線,村里道路,乾燥,車與車,不明原因肇事,死亡1;受傷0,1,小貨車(含客、貨兩用),男,46,120.489099,23.824512
2021,8,20210816,121200,桃園市桃園區同德二街82號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,3,小客車,女,65,121.301986,25.010994
2021,8,20210816,121200,桃園市桃園區同德二街82號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,4,小客車,女,65,121.301986,25.010994
2021,8,20210816,121200,桃園市桃園區同德二街82號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,小客車,女,55,121.301986,25.010994
2021,8,20210816,121200,桃園市桃園區同德二街82號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,機車,男,76,121.301986,25.010994
2021,8,20210817,64000,臺南市後壁區後壁區長短樹里一般道路營竹高幹100號電桿前,晴,日間自然光線,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.329123,23.352038
2021,8,20210817,64000,臺南市後壁區後壁區長短樹里一般道路營竹高幹100號電桿前,晴,日間自然光線,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,男,78,120.329123,23.352038
