發生年度,發生月份,發生日期,發生時間,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,路面狀況-路面狀態名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,經度,緯度
2021,1,20210101,44900,屏東縣萬巒鄉鹿寮村三多路1-8號前0.0公尺附近,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,男,17,120.560111,22.567105
2021,1,20210101,44900,屏東縣萬巒鄉鹿寮村三多路1-8號前0.0公尺附近,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,小貨車(含客、貨兩用),男,73,120.560111,22.567105
2021,1,20210101,45700,臺中市霧峰區西柳橋頭,晴,晨或暮光,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,36,120.680001,24.070698
2021,1,20210101,45700,臺中市霧峰區西柳橋頭,晴,晨或暮光,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,半聯結車,男,35,120.680001,24.070698
2021,1,20210101,73000,南投縣仁愛鄉台8線 111公里100.0公尺處北側向外側,晴,日間自然光線,省道,乾燥,車與車,未靠右行駛,死亡1;受傷0,1,機車,男,20,121.303376,24.191833
2021,1,20210101,73000,南投縣仁愛鄉台8線 111公里100.0公尺處北側向外側,晴,日間自然光線,省道,乾燥,車與車,未靠右行駛,死亡1;受傷0,2,小貨車(含客、貨兩用),男,67,121.303376,24.191833
2021,1,20210101,90000,臺中市梧棲區福德里港埠路二段 / 臺中市梧棲區福德里中興路,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷0,1,慢車,男,69,120.536745,24.252353
2021,1,20210101,90000,臺中市梧棲區福德里港埠路二段 / 臺中市梧棲區福德里中興路,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷0,2,小客車,男,41,120.536745,24.252353
2021,1,20210101,133200,新北市新莊區新北市新莊區中正路1號與中正路,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,小客車,男,20,121.465555,25.041909
2021,1,20210101,133200,新北市新莊區新北市新莊區中正路1號與中正路,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,機車,男,26,121.465555,25.041909
2021,1,20210101,133200,新北市新莊區新北市新莊區中正路1號與中正路,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,3,人,女,28,121.465555,25.041909
2021,1,20210101,154000,雲林縣大埤鄉157線330464號燈處,晴,日間自然光線,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,機車,女,72,120.41658,23.634047
2021,1,20210101,154000,雲林縣大埤鄉157線330464號燈處,晴,日間自然光線,縣道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,小貨車(含客、貨兩用),男,42,120.41658,23.634047
2021,1,20210101,160400,臺南市玉井區台20線 28公里800.0公尺處西側向外側,晴,日間自然光線,省道,乾燥,汽(機)車本身,未注意車前狀態,死亡2;受傷2,2,,無或物(動物、堆置物),-1,120.423783,23.071161
2021,1,20210101,160400,臺南市玉井區台20線 28公里800.0公尺處西側向外側,晴,日間自然光線,省道,乾燥,汽(機)車本身,未注意車前狀態,死亡2;受傷2,1,小客車,男,41,120.423783,23.071161
2021,1,20210101,160400,臺南市玉井區台20線 28公里800.0公尺處西側向外側,晴,日間自然光線,省道,乾燥,汽(機)車本身,未注意車前狀態,死亡2;受傷2,5,人,女,40,120.423783,23.071161
2021,1,20210101,160400,臺南市玉井區台20線 28公里800.0公尺處西側向外側,晴,日間自然光線,省道,乾燥,汽(機)車本身,未注意車前狀態,死亡2;受傷2,3,人,男,63,120.423783,23.071161
2021,1,20210101,160400,臺南市玉井區台20線 28公里800.0公尺處西側向外側,晴,日間自然光線,省道,乾燥,汽(機)車本身,未注意車前狀態,死亡2;受傷2,4,人,男,36,120.423783,23.071161
2021,1,20210101,194300,苗栗縣南庄鄉台三線98.8公里處,陰,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,人與汽(機)車,未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷0,2,小貨車(含客、貨兩用),女,56,120.957925,24.600989
2021,1,20210101,194300,苗栗縣南庄鄉台三線98.8公里處,陰,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,人與汽(機)車,未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷0,1,人,男,55,120.957925,24.600989
2021,1,20210102,94200,臺中市龍井區竹坑里中華路1段前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,男,58,120.543028,24.171578
2021,1,20210102,94200,臺中市龍井區竹坑里中華路1段前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,大客車,男,32,120.543028,24.171578
2021,1,20210102,95800,嘉義縣布袋鎮東港里172線與村里道路路口,晴,日間自然光線,縣道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,2,大貨車,男,61,120.186905,23.373336
2021,1,20210102,95800,嘉義縣布袋鎮東港里172線與村里道路路口,晴,日間自然光線,縣道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷0,1,機車,男,50,120.186905,23.373336
2021,1,20210102,205830,宜蘭縣冬山鄉鹿埔路東側 / 宜蘭縣冬山鄉鹿梅路東側,雨,夜間(或隧道、地下道、涵洞)有照明,鄉道,濕潤,汽(機)車本身,不明原因肇事,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.745872,24.656693
2021,1,20210102,205830,宜蘭縣冬山鄉鹿埔路東側 / 宜蘭縣冬山鄉鹿梅路東側,雨,夜間(或隧道、地下道、涵洞)有照明,鄉道,濕潤,汽(機)車本身,不明原因肇事,死亡1;受傷0,1,機車,男,51,121.745872,24.656693
2021,1,20210102,212800,宜蘭縣三星鄉上將路2段190號附近,雨,夜間(或隧道、地下道、涵洞)有照明,縣道,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷0,1,小客車,男,64,121.733743,24.696659
2021,1,20210102,212800,宜蘭縣三星鄉上將路2段190號附近,雨,夜間(或隧道、地下道、涵洞)有照明,縣道,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷0,2,人,男,82,121.733743,24.696659
2021,1,20210103,42715,南投縣埔里鎮中正路129-10號,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,1,小客車,男,25,120.978169,23.946037
2021,1,20210103,42715,南投縣埔里鎮中正路129-10號,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,4,機車,男,77,120.978169,23.946037
2021,1,20210103,42715,南投縣埔里鎮中正路129-10號,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,2,機車,女,71,120.978169,23.946037
2021,1,20210103,42715,南投縣埔里鎮中正路129-10號,晴,夜間(或隧道、地下道、涵洞)有照明,縣道,乾燥,車與車,酒醉(後)駕駛失控,死亡1;受傷2,3,機車,女,62,120.978169,23.946037
2021,1,20210103,231300,新北市五股區新北市五股區中興路3段與新五路2段,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,1,小客車,男,22,121.441968,25.081495
2021,1,20210103,231300,新北市五股區新北市五股區中興路3段與新五路2段,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,3,人,女,21,121.441968,25.081495
2021,1,20210103,231300,新北市五股區新北市五股區中興路3段與新五路2段,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷1,2,機車,女,23,121.441968,25.081495
2021,1,20210104,100000,桃園市龍潭區龍新路三和段1689巷1號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,2,,無或物(動物、堆置物),-1,121.162304,24.845509
2021,1,20210104,100000,桃園市龍潭區龍新路三和段1689巷1號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,1,機車,男,26,121.162304,24.845509
2021,1,20210104,100000,桃園市龍潭區龍新路三和段1689巷1號前0.0公尺,雨,日間自然光線,市區道路,濕潤,汽(機)車本身,其他引起事故之違規或不當行為,死亡1;受傷0,3,小客車,男,73,121.162304,24.845509
2021,1,20210104,113800,新北市淡水區新北市淡水區中正東路1段105巷與中正東路1段,雨,日間自然光線,市區道路,濕潤,車與車,右轉彎未依規定,死亡1;受傷0,2,機車,男,18,121.453435,25.161918
2021,1,20210104,113800,新北市淡水區新北市淡水區中正東路1段105巷與中正東路1段,雨,日間自然光線,市區道路,濕潤,車與車,右轉彎未依規定,死亡1;受傷0,1,小客車,男,75,121.453435,25.161918
2021,1,20210104,114400,臺中市大里區永隆里東榮路 / 臺中市大里區永隆里永隆路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,2,機車,男,49,120.676629,24.109353
2021,1,20210104,114400,臺中市大里區永隆里東榮路 / 臺中市大里區永隆里永隆路,晴,日間自然光線,市區道路,乾燥,車與車,違反號誌管制或指揮,死亡1;受傷0,1,小貨車(含客、貨兩用),男,51,120.676629,24.109353
2021,1,20210104,152232,屏東縣竹田鄉龍門路242號前0.0公尺附近,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.523701,22.625022
2021,1,20210104,152232,屏東縣竹田鄉龍門路242號前0.0公尺附近,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,男,82,120.523701,22.625022
2021,1,20210104,210400,臺北市士林區大東路90-2號前0.0公尺,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷1,1,機車,男,43,121.525558,25.091478
2021,1,20210104,210400,臺北市士林區大東路90-2號前0.0公尺,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,未注意車前狀態,死亡1;受傷1,2,人,女,72,121.525558,25.091478
2021,1,20210104,232700,彰化縣花壇鄉崙雅村花秀路 / 彰化縣花壇鄉崙雅村花秀路,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),0,120.525469,24.032475
2021,1,20210104,232700,彰化縣花壇鄉崙雅村花秀路 / 彰化縣花壇鄉崙雅村花秀路,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,男,31,120.525469,24.032475
2021,1,20210105,1300,宜蘭縣五結鄉噶瑪蘭橋018號路燈附近,陰,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷1,1,小客車,男,49,121.820238,24.71211
2021,1,20210105,1300,宜蘭縣五結鄉噶瑪蘭橋018號路燈附近,陰,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷1,2,曳引車,男,60,121.820238,24.71211
2021,1,20210105,51700,新北市板橋區新北市板橋區篤行路3段與玉平巷76弄,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷1,2,機車,男,26,121.427843,24.985126
2021,1,20210105,51700,新北市板橋區新北市板橋區篤行路3段與玉平巷76弄,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,未依標誌、標線、號誌或手勢指揮穿越道路,死亡1;受傷1,1,人,男,85,121.427843,24.985126
2021,1,20210105,64258,臺南市善化區南科七路與三抱竹路路口,晴,日間自然光線,市區道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷1,2,機車,女,56,120.268809,23.107662
2021,1,20210105,64258,臺南市善化區南科七路與三抱竹路路口,晴,日間自然光線,市區道路,乾燥,車與車,違反特定標誌(線)禁制,死亡1;受傷1,1,機車,女,24,120.268809,23.107662
2021,1,20210105,72500,臺東縣卑南鄉太平路口 / 臺東縣卑南鄉太平路口,晴,日間自然光線,村里道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷1,2,人,女,58,121.081728,22.786144
2021,1,20210105,72500,臺東縣卑南鄉太平路口 / 臺東縣卑南鄉太平路口,晴,日間自然光線,村里道路,乾燥,人與汽(機)車,未注意車前狀態,死亡1;受傷1,1,機車,女,18,121.081728,22.786144
2021,1,20210105,111000,嘉義縣溪口鄉游東村游厝庄嘉176線0.5公里處(電桿興安19南10A),晴,日間自然光線,鄉道,乾燥,車與車,倒車未依規定,死亡1;受傷0,1,大貨車,男,40,120.396445,23.624008
2021,1,20210105,111000,嘉義縣溪口鄉游東村游厝庄嘉176線0.5公里處(電桿興安19南10A),晴,日間自然光線,鄉道,乾燥,車與車,倒車未依規定,死亡1;受傷0,2,機車,女,69,120.396445,23.624008
2021,1,20210105,152000,高雄市彌陀區樂安路 / 高雄市彌陀區樂安路廟巷段,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷1,1,慢車,男,72,120.243525,22.767126
2021,1,20210105,152000,高雄市彌陀區樂安路 / 高雄市彌陀區樂安路廟巷段,晴,日間自然光線,市區道路,乾燥,車與車,左轉彎未依規定,死亡1;受傷1,2,機車,女,53,120.243525,22.767126
2021,1,20210106,21000,桃園市八德區福德一路附近 / 桃園市八德區和成路附近,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,其他引起事故之疏失或行為,死亡1;受傷0,2,小貨車(含客、貨兩用),男,37,121.32296,24.96073
2021,1,20210106,21000,桃園市八德區福德一路附近 / 桃園市八德區和成路附近,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,其他引起事故之疏失或行為,死亡1;受傷0,1,人,女,42,121.32296,24.96073
2021,1,20210106,23200,苗栗縣通霄鎮台1線 124公里500.0公尺處南側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,2,,無或物(動物、堆置物),-1,120.710727,24.565747
2021,1,20210106,23200,苗栗縣通霄鎮台1線 124公里500.0公尺處南側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,1,機車,男,25,120.710727,24.565747
2021,1,20210106,23200,苗栗縣通霄鎮台1線 124公里500.0公尺處南側,晴,夜間(或隧道、地下道、涵洞)有照明,省道,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷1,3,人,女,15,120.710727,24.565747
2021,1,20210106,124700,宜蘭縣羅東鎮仁愛路3段口 / 宜蘭縣羅東鎮復興路3段口,陰,日間自然光線,村里道路,濕潤,車與車,違反號誌管制或指揮,死亡1;受傷0,1,小客車,男,28,121.76281,24.699133
2021,1,20210106,124700,宜蘭縣羅東鎮仁愛路3段口 / 宜蘭縣羅東鎮復興路3段口,陰,日間自然光線,村里道路,濕潤,車與車,違反號誌管制或指揮,死亡1;受傷0,2,機車,女,67,121.76281,24.699133
2021,1,20210106,165100,臺中市梧棲區橋柱P353前,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,機車,女,59,120.526622,24.227253
2021,1,20210106,165100,臺中市梧棲區橋柱P353前,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,小客車,男,42,120.526622,24.227253
2021,1,20210106,173500,臺中市沙鹿區沙鹿交流道機車道(匝道旁),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷1,2,,無或物(動物、堆置物),0,120.592521,24.250328
2021,1,20210106,173500,臺中市沙鹿區沙鹿交流道機車道(匝道旁),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷1,1,機車,男,18,120.592521,24.250328
2021,1,20210106,173500,臺中市沙鹿區沙鹿交流道機車道(匝道旁),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷1,3,人,男,17,120.592521,24.250328
2021,1,20210106,191400,臺中市北屯區陳平里中平路 / 臺中市北屯區陳平里敦化路二段,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,機車,女,25,120.663479,24.185442
2021,1,20210106,191400,臺中市北屯區陳平里中平路 / 臺中市北屯區陳平里敦化路二段,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,機車,男,23,120.663479,24.185442
2021,1,20210106,215000,屏東縣竹田鄉光明路4之5號,陰,夜間(或隧道、地下道、涵洞)無照明,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.52953,22.620011
2021,1,20210106,215000,屏東縣竹田鄉光明路4之5號,陰,夜間(或隧道、地下道、涵洞)無照明,村里道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,女,63,120.52953,22.620011
2021,1,20210107,4400,臺北市中山區復興北路 / 臺北市中山區民生東路3段,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,1,小客車,男,73,121.544018,25.057853
2021,1,20210107,4400,臺北市中山區復興北路 / 臺北市中山區民生東路3段,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,2,人,女,81,121.544018,25.057853
2021,1,20210107,40800,臺南市東區東門路2段411號,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.229231,22.981324
2021,1,20210107,40800,臺南市東區東門路2段411號,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,濕潤,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,女,60,120.229231,22.981324
2021,1,20210107,154400,彰化縣員林市東北里山腳路6段337號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,違規超車,死亡1;受傷0,2,,無或物(動物、堆置物),0,120.591547,23.979805
2021,1,20210107,154400,彰化縣員林市東北里山腳路6段337號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,違規超車,死亡1;受傷0,1,機車,男,19,120.591547,23.979805
2021,1,20210107,154400,彰化縣員林市東北里山腳路6段337號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,違規超車,死亡1;受傷0,3,曳引車,男,41,120.591547,23.979805
2021,1,20210108,45300,屏東縣屏東市建國路382-2號前0.0公尺附近,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,穿越道路未注意左右來車,死亡1;受傷0,2,小客車,男,33,120.467524,22.658249
2021,1,20210108,45300,屏東縣屏東市建國路382-2號前0.0公尺附近,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,人與汽(機)車,穿越道路未注意左右來車,死亡1;受傷0,1,人,男,39,120.467524,22.658249
2021,1,20210108,104500,新北市泰山區新北市泰山區民權街31號與民權街,雨,日間自然光線,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,2,人,男,73,121.428966,25.05074
2021,1,20210108,104500,新北市泰山區新北市泰山區民權街31號與民權街,雨,日間自然光線,市區道路,濕潤,人與汽(機)車,搶越行人穿越道,死亡1;受傷0,1,小貨車(含客、貨兩用),男,24,121.428966,25.05074
2021,1,20210108,130300,彰化縣大村鄉村上村中正東路153-1號前0.0公尺西側,陰,日間自然光線,村里道路,乾燥,車與車,尚未發現肇事因素,死亡1;受傷0,1,機車,男,32,120.568079,23.989428
2021,1,20210108,130300,彰化縣大村鄉村上村中正東路153-1號前0.0公尺西側,陰,日間自然光線,村里道路,乾燥,車與車,尚未發現肇事因素,死亡1;受傷0,2,小客車,男,48,120.568079,23.989428
2021,1,20210108,152900,臺南市仁德區太子里太子路與土庫路口,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,1,小客車,男,40,120.257223,22.991556
2021,1,20210108,152900,臺南市仁德區太子里太子路與土庫路口,陰,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷1,2,機車,男,28,120.257223,22.991556
2021,1,20210108,161900,高雄市林園區中門路333號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),110,120.366022,22.508725
2021,1,20210108,161900,高雄市林園區中門路333號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,機車,女,65,120.366022,22.508725
2021,1,20210108,173800,高雄市梓官區公館路石潭橋號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未靠右行駛,死亡1;受傷0,1,機車,男,63,120.273947,22.771166
2021,1,20210108,173800,高雄市梓官區公館路石潭橋號前0.0公尺,晴,日間自然光線,市區道路,乾燥,車與車,未靠右行駛,死亡1;受傷0,2,其他車,男,53,120.273947,22.771166
2021,1,20210108,175656,屏東縣萬丹鄉水仙村大仁路199巷與大仁路(往西10公尺處),晴,晨或暮光,鄉道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,2,大貨車,男,51,120.486166,22.549821
2021,1,20210108,175656,屏東縣萬丹鄉水仙村大仁路199巷與大仁路(往西10公尺處),晴,晨或暮光,鄉道,乾燥,車與車,未注意車前狀態,死亡1;受傷0,1,機車,男,59,120.486166,22.549821
2021,1,20210109,45300,臺南市中西區民生路2段西側 / 臺南市中西區康樂街南側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,小客車,男,56,120.195274,22.995693
2021,1,20210109,45300,臺南市中西區民生路2段西側 / 臺南市中西區康樂街南側,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,機車,男,27,120.195274,22.995693
2021,1,20210109,121422,臺南市東山區聖賢里區道南314線北勢寮91之2號前0.0公尺西側,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.361292,23.309723
2021,1,20210109,121422,臺南市東山區聖賢里區道南314線北勢寮91之2號前0.0公尺西側,晴,日間自然光線,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,1,小客車,男,71,120.361292,23.309723
2021,1,20210109,142900,彰化縣彰化市下廍里自強路352號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷1,1,小客車,女,34,120.547814,24.091097
2021,1,20210109,142900,彰化縣彰化市下廍里自強路352號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷1,5,小客車,女,47,120.547814,24.091097
2021,1,20210109,142900,彰化縣彰化市下廍里自強路352號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷1,6,小客車,女,55,120.547814,24.091097
2021,1,20210109,142900,彰化縣彰化市下廍里自強路352號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷1,2,機車,女,58,120.547814,24.091097
2021,1,20210109,142900,彰化縣彰化市下廍里自強路352號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷1,3,機車,女,48,120.547814,24.091097
2021,1,20210109,142900,彰化縣彰化市下廍里自強路352號前0.0公尺前,晴,日間自然光線,市區道路,乾燥,車與車,逆向行駛,死亡1;受傷1,4,小客車,男,45,120.547814,24.091097
2021,1,20210109,154500,臺南市新營區嘉芳里新運五路(近新運二路口),晴,日間自然光線,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.281829,23.310689
2021,1,20210109,154500,臺南市新營區嘉芳里新運五路(近新運二路口),晴,日間自然光線,市區道路,乾燥,汽(機)車本身,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,男,61,120.281829,23.310689
2021,1,20210110,31505,苗栗縣銅鑼鄉國道1號 138公里700.0公尺處北側向外側,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,疲勞(患病)駕駛失控,死亡1;受傷0,2,,無或物(動物、堆置物),-1,120.782498,24.483412
2021,1,20210110,31505,苗栗縣銅鑼鄉國道1號 138公里700.0公尺處北側向外側,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,疲勞(患病)駕駛失控,死亡1;受傷0,3,,無或物(動物、堆置物),-1,120.782498,24.483412
2021,1,20210110,31505,苗栗縣銅鑼鄉國道1號 138公里700.0公尺處北側向外側,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,疲勞(患病)駕駛失控,死亡1;受傷0,4,小客車,男,56,120.782498,24.483412
2021,1,20210110,31505,苗栗縣銅鑼鄉國道1號 138公里700.0公尺處北側向外側,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,疲勞(患病)駕駛失控,死亡1;受傷0,5,小客車,女,29,120.782498,24.483412
2021,1,20210110,31505,苗栗縣銅鑼鄉國道1號 138公里700.0公尺處北側向外側,晴,夜間(或隧道、地下道、涵洞)有照明,國道,乾燥,汽(機)車本身,疲勞(患病)駕駛失控,死亡1;受傷0,1,大貨車,男,40,120.782498,24.483412
2021,1,20210110,60000,彰化縣社頭鄉橋頭村員集路3段263號前0.0公尺前,陰,晨或暮光,村里道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷0,1,小客車,男,24,120.581711,23.912492
2021,1,20210110,60000,彰化縣社頭鄉橋頭村員集路3段263號前0.0公尺前,陰,晨或暮光,村里道路,乾燥,人與汽(機)車,酒醉(後)駕駛失控,死亡1;受傷0,2,人,男,63,120.581711,23.912492
2021,1,20210110,100500,彰化縣和美鎮月眉里和港路307號前0.0公尺,晴,日間自然光線,村里道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷0,2,,無或物(動物、堆置物),0,120.490688,24.127287
2021,1,20210110,100500,彰化縣和美鎮月眉里和港路307號前0.0公尺,晴,日間自然光線,村里道路,乾燥,汽(機)車本身,未依規定減速,死亡1;受傷0,1,機車,男,20,120.490688,24.127287
2021,1,20210110,111300,臺中市大甲區德化里東西五路一段 / 臺中市大甲區德化里南北三路,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,2,慢車,男,44,120.626766,24.374901
2021,1,20210110,111300,臺中市大甲區德化里東西五路一段 / 臺中市大甲區德化里南北三路,晴,日間自然光線,市區道路,乾燥,車與車,未依規定讓車,死亡1;受傷0,1,小客車,男,47,120.626766,24.374901
2021,1,20210110,182100,臺中市大里區西湖里草堤路229號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,乾燥,汽(機)車本身,未注意車前狀態,死亡1;受傷0,2,,無或物(動物、堆置物),0,120.672991,24.081261
